name,type,year,description,url,gender,organization,age,country,current_country
Ilya Prigogine,chemistry,1977,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1977/prigogine-facts.html,male,FALSE,60,Russia,Russia
Roger Guillemin,medicine,1977,for their discoveries concerning the peptide hormone production of the brainfor the development of radioimmunoassays of peptide hormones,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1977/guillemin-facts.html,male,FALSE,53,France,France
Andrew V. Schally,medicine,1977,for their discoveries concerning the peptide hormone production of the brainfor the development of radioimmunoassays of peptide hormones,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1977/schally-facts.html,male,FALSE,51,Poland,Lithuania
Rosalyn Yalow,medicine,1977,for their discoveries concerning the peptide hormone production of the brainfor the development of radioimmunoassays of peptide hormones,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1977/yalow-facts.html,female,FALSE,56,USA,USA
Philip Warren Anderson,physics,1977,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,https://www.nobelprize.org/nobel_prizes/physics/laureates/1977/anderson-facts.html,male,FALSE,54,USA,USA
Sir Nevill Francis Mott,physics,1977,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,https://www.nobelprize.org/nobel_prizes/physics/laureates/1977/mott-facts.html,male,FALSE,72,United Kingdom,United Kingdom
John Hasbrouck van Vleck,physics,1977,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,https://www.nobelprize.org/nobel_prizes/physics/laureates/1977/vleck-facts.html,male,FALSE,78,USA,USA
Bertil Ohlin,economics,1977,for their pathbreaking contribution to the theory of international trade and international capital movements,https://www.nobelprize.org/nobel_prizes/economics/laureates/1977/ohlin-facts.html,male,FALSE,78,Sweden,Sweden
James E. Meade,economics,1977,for their pathbreaking contribution to the theory of international trade and international capital movements,https://www.nobelprize.org/nobel_prizes/economics/laureates/1977/meade-facts.html,male,FALSE,70,United Kingdom,United Kingdom
Amnesty International,peace,1977,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1977/amnesty-facts.html,org,TRUE,,,
Milton Friedman,economics,1976,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",https://www.nobelprize.org/nobel_prizes/economics/laureates/1976/friedman-facts.html,male,FALSE,64,USA,USA
William N. Lipscomb,chemistry,1976,for his studies on the structure of boranes illuminating problems of chemical bonding,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1976/lipscomb-facts.html,male,FALSE,57,USA,USA
Saul Bellow,literature,1976,for the human understanding and subtle analysis of contemporary culture that are combined in his work,https://www.nobelprize.org/nobel_prizes/literature/laureates/1976/bellow-facts.html,male,FALSE,61,Canada,Canada
Baruch S. Blumberg,medicine,1976,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1976/blumberg-facts.html,male,FALSE,51,USA,USA
D. Carleton Gajdusek,medicine,1976,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1976/gajdusek-facts.html,male,FALSE,53,USA,USA
Burton Richter,physics,1976,for their pioneering work in the discovery of a heavy elementary particle of a new kind,https://www.nobelprize.org/nobel_prizes/physics/laureates/1976/richter-facts.html,male,FALSE,45,USA,USA
Samuel Chao Chung Ting,physics,1976,for their pioneering work in the discovery of a heavy elementary particle of a new kind,https://www.nobelprize.org/nobel_prizes/physics/laureates/1976/ting-facts.html,male,FALSE,40,USA,USA
Betty Williams,peace,1976,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1976/williams-facts.html,female,FALSE,33,Northern Ireland,Northern Ireland
Mairead Corrigan,peace,1976,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1976/corrigan-facts.html,female,FALSE,32,Northern Ireland,Northern Ireland
Eugenio Montale,literature,1975,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",https://www.nobelprize.org/nobel_prizes/literature/laureates/1975/montale-facts.html,male,FALSE,79,Italy,Italy
John Warcup Cornforth,chemistry,1975,for his work on the stereochemistry of enzyme-catalyzed reactionsfor his research into the stereochemistry of organic molecules and reactions,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1975/cornforth-facts.html,male,FALSE,58,Australia,Australia
Vladimir Prelog,chemistry,1975,for his work on the stereochemistry of enzyme-catalyzed reactionsfor his research into the stereochemistry of organic molecules and reactions,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1975/prelog-facts.html,male,FALSE,69,Austria-Hungary,Bosnia and Herzegovina
Aage Niels Bohr,physics,1975,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,https://www.nobelprize.org/nobel_prizes/physics/laureates/1975/bohr-facts.html,male,FALSE,53,Denmark,Denmark
Ben Roy Mottelson,physics,1975,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,https://www.nobelprize.org/nobel_prizes/physics/laureates/1975/mottelson-facts.html,male,FALSE,49,USA,USA
Leo James Rainwater,physics,1975,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,https://www.nobelprize.org/nobel_prizes/physics/laureates/1975/rainwater-facts.html,male,FALSE,58,USA,USA
Leonid Vitaliyevich Kantorovich,economics,1975,for their contributions to the theory of optimum allocation of resources,https://www.nobelprize.org/nobel_prizes/economics/laureates/1975/kantorovich-facts.html,male,FALSE,63,Russian Empire,Russia
Tjalling C. Koopmans,economics,1975,for their contributions to the theory of optimum allocation of resources,https://www.nobelprize.org/nobel_prizes/economics/laureates/1975/koopmans-facts.html,male,FALSE,65,the Netherlands,the Netherlands
David Baltimore,medicine,1975,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1975/baltimore-facts.html,male,FALSE,37,USA,USA
Renato Dulbecco,medicine,1975,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1975/dulbecco-facts.html,male,FALSE,61,Italy,Italy
Howard Martin Temin,medicine,1975,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1975/temin-facts.html,male,FALSE,41,USA,USA
Andrei Dmitrievich Sakharov,peace,1975,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1975/sakharov-facts.html,male,FALSE,54,Russia,Russia
Eyvind Johnson,literature,1974,"for a narrative art, far-seeing in lands and ages, in the service of freedomfor writings that catch the dewdrop and reflect the cosmos",https://www.nobelprize.org/nobel_prizes/literature/laureates/1974/johnson-facts.html,male,FALSE,74,Sweden,Sweden
Harry Martinson,literature,1974,"for a narrative art, far-seeing in lands and ages, in the service of freedomfor writings that catch the dewdrop and reflect the cosmos",https://www.nobelprize.org/nobel_prizes/literature/laureates/1974/martinson-facts.html,male,FALSE,70,Sweden,Sweden
Paul J. Flory,chemistry,1974,"for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1974/flory-facts.html,male,FALSE,64,USA,USA
Albert Claude,medicine,1974,for their discoveries concerning the structural and functional organization of the cell,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1974/claude-facts.html,male,FALSE,75,Belgium,Belgium
Christian de Duve,medicine,1974,for their discoveries concerning the structural and functional organization of the cell,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1974/duve-facts.html,male,FALSE,57,United Kingdom,United Kingdom
George E. Palade,medicine,1974,for their discoveries concerning the structural and functional organization of the cell,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1974/palade-facts.html,male,FALSE,62,Romania,Romania
Sir Martin Ryle,physics,1974,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",https://www.nobelprize.org/nobel_prizes/physics/laureates/1974/ryle-facts.html,male,FALSE,56,United Kingdom,United Kingdom
Antony Hewish,physics,1974,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",https://www.nobelprize.org/nobel_prizes/physics/laureates/1974/hewish-facts.html,male,FALSE,50,United Kingdom,United Kingdom
Gunnar Myrdal,economics,1974,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",https://www.nobelprize.org/nobel_prizes/economics/laureates/1974/myrdal-facts.html,male,FALSE,76,Sweden,Sweden
Friedrich August von Hayek,economics,1974,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",https://www.nobelprize.org/nobel_prizes/economics/laureates/1974/hayek-facts.html,male,FALSE,75,Austria,Austria
Sean MacBride,peace,1974,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1974/macbride-facts.html,male,FALSE,70,France,France
Eisaku Sato,peace,1974,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1974/sato-facts.html,male,FALSE,73,Japan,Japan
Patrick White,literature,1973,for an epic and psychological narrative art which has introduced a new continent into literature,https://www.nobelprize.org/nobel_prizes/literature/laureates/1973/white-facts.html,male,FALSE,61,United Kingdom,United Kingdom
Wassily Leontief,economics,1973,for the development of the input-output method and for its application to important economic problems,https://www.nobelprize.org/nobel_prizes/economics/laureates/1973/leontief-facts.html,male,FALSE,67,Russia,Russia
Karl von Frisch,medicine,1973,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1973/frisch-facts.html,male,FALSE,87,Austria,Austria
Konrad Lorenz,medicine,1973,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1973/lorenz-facts.html,male,FALSE,70,Austria,Austria
Nikolaas Tinbergen,medicine,1973,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1973/tinbergen-facts.html,male,FALSE,66,the Netherlands,the Netherlands
Leo Esaki,physics,1973,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectivelyfor his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects",https://www.nobelprize.org/nobel_prizes/physics/laureates/1973/esaki-facts.html,male,FALSE,48,Japan,Japan
Ivar Giaever,physics,1973,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectivelyfor his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects",https://www.nobelprize.org/nobel_prizes/physics/laureates/1973/giaever-facts.html,male,FALSE,44,Norway,Norway
Brian David Josephson,physics,1973,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectivelyfor his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects",https://www.nobelprize.org/nobel_prizes/physics/laureates/1973/josephson-facts.html,male,FALSE,33,United Kingdom,United Kingdom
Ernst Otto Fischer,chemistry,1973,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1973/fischer-facts.html,male,FALSE,55,Germany,Germany
Geoffrey Wilkinson,chemistry,1973,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1973/wilkinson-facts.html,male,FALSE,52,United Kingdom,United Kingdom
Henry A. Kissinger,peace,1973,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1973/kissinger-facts.html,male,FALSE,50,Germany,Germany
Le Duc Tho,peace,1973,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1973/tho-facts.html,male,FALSE,63,Vietnam,Vietnam
Christian B. Anfinsen,chemistry,1972,"for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformationfor their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1972/anfinsen-facts.html,male,FALSE,56,USA,USA
Stanford Moore,chemistry,1972,"for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformationfor their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1972/moore-facts.html,male,FALSE,59,USA,USA
William H. Stein,chemistry,1972,"for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformationfor their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1972/stein-facts.html,male,FALSE,61,USA,USA
Heinrich B¥Ë_ll,literature,1972,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature,https://www.nobelprize.org/nobel_prizes/literature/laureates/1972/boll-facts.html,male,FALSE,55,Germany,Germany
Gerald M. Edelman,medicine,1972,for their discoveries concerning the chemical structure of antibodies,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1972/edelman-facts.html,male,FALSE,43,USA,USA
Rodney R. Porter,medicine,1972,for their discoveries concerning the chemical structure of antibodies,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1972/porter-facts.html,male,FALSE,55,United Kingdom,United Kingdom
John Bardeen,physics,1972,"for their jointly developed theory of superconductivity, usually called the BCS-theory",https://www.nobelprize.org/nobel_prizes/physics/laureates/1972/bardeen-facts.html,male,FALSE,64,USA,USA
Leon Neil Cooper,physics,1972,"for their jointly developed theory of superconductivity, usually called the BCS-theory",https://www.nobelprize.org/nobel_prizes/physics/laureates/1972/cooper-facts.html,male,FALSE,42,USA,USA
John Robert Schrieffer,physics,1972,"for their jointly developed theory of superconductivity, usually called the BCS-theory",https://www.nobelprize.org/nobel_prizes/physics/laureates/1972/schrieffer-facts.html,male,FALSE,41,USA,USA
John R. Hicks,economics,1972,for their pioneering contributions to general economic equilibrium theory and welfare theory,https://www.nobelprize.org/nobel_prizes/economics/laureates/1972/hicks-facts.html,male,FALSE,68,United Kingdom,United Kingdom
Kenneth J. Arrow,economics,1972,for their pioneering contributions to general economic equilibrium theory and welfare theory,https://www.nobelprize.org/nobel_prizes/economics/laureates/1972/arrow-facts.html,male,FALSE,51,USA,USA
Pablo Neruda,literature,1971,for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams,https://www.nobelprize.org/nobel_prizes/literature/laureates/1971/neruda-facts.html,male,FALSE,67,Chile,Chile
Gerhard Herzberg,chemistry,1971,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1971/herzberg-facts.html,male,FALSE,67,Germany,Germany
"Earl W. Sutherland, Jr.",medicine,1971,for his discoveries concerning the mechanisms of the action of hormones,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1971/sutherland-facts.html,male,FALSE,56,USA,USA
Simon Kuznets,economics,1971,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,https://www.nobelprize.org/nobel_prizes/economics/laureates/1971/kuznets-facts.html,male,FALSE,70,Russian Empire,Belarus
Dennis Gabor,physics,1971,for his invention and development of the holographic method,https://www.nobelprize.org/nobel_prizes/physics/laureates/1971/gabor-facts.html,male,FALSE,71,Hungary,Hungary
Willy Brandt,peace,1971,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1971/brandt-facts.html,male,FALSE,58,Germany,Germany
Hannes Olof Gosta Alfven,physics,1970,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physicsfor fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,https://www.nobelprize.org/nobel_prizes/physics/laureates/1970/alfven-facts.html,male,FALSE,62,Sweden,Sweden
Louis Eugene Felix Neel,physics,1970,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physicsfor fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,https://www.nobelprize.org/nobel_prizes/physics/laureates/1970/neel-facts.html,male,FALSE,66,France,France
Luis F. Leloir,chemistry,1970,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1970/leloir-facts.html,male,FALSE,64,France,France
Aleksandr Isayevich Solzhenitsyn,literature,1970,for the ethical force with which he has pursued the indispensable traditions of Russian literature,https://www.nobelprize.org/nobel_prizes/literature/laureates/1970/solzhenitsyn-facts.html,male,FALSE,52,Russia,Russia
Paul A. Samuelson,economics,1970,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,https://www.nobelprize.org/nobel_prizes/economics/laureates/1970/samuelson-facts.html,male,FALSE,55,USA,USA
Sir Bernard Katz,medicine,1970,"for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation",https://www.nobelprize.org/nobel_prizes/medicine/laureates/1970/katz-facts.html,male,FALSE,59,Germany,Germany
Ulf von Euler,medicine,1970,"for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation",https://www.nobelprize.org/nobel_prizes/medicine/laureates/1970/euler-facts.html,male,FALSE,65,Sweden,Sweden
Julius Axelrod,medicine,1970,"for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation",https://www.nobelprize.org/nobel_prizes/medicine/laureates/1970/axelrod-facts.html,male,FALSE,58,USA,USA
Norman E. Borlaug,peace,1970,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1970/borlaug-facts.html,male,FALSE,56,USA,USA
Ragnar Frisch,economics,1969,for having developed and applied dynamic models for the analysis of economic processes,https://www.nobelprize.org/nobel_prizes/economics/laureates/1969/frisch-facts.html,male,FALSE,74,Norway,Norway
Jan Tinbergen,economics,1969,for having developed and applied dynamic models for the analysis of economic processes,https://www.nobelprize.org/nobel_prizes/economics/laureates/1969/tinbergen-facts.html,male,FALSE,66,the Netherlands,the Netherlands
Murray Gell-Mann,physics,1969,for his contributions and discoveries concerning the classification of elementary particles and their interactions,https://www.nobelprize.org/nobel_prizes/physics/laureates/1969/gell-mann-facts.html,male,FALSE,40,USA,USA
Samuel Beckett,literature,1969,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",https://www.nobelprize.org/nobel_prizes/literature/laureates/1969/beckett-facts.html,male,FALSE,63,Ireland,Ireland
Derek H. R. Barton,chemistry,1969,for their contributions to the development of the concept of conformation and its application in chemistry,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1969/barton-facts.html,male,FALSE,51,United Kingdom,United Kingdom
Odd Hassel,chemistry,1969,for their contributions to the development of the concept of conformation and its application in chemistry,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1969/hassel-facts.html,male,FALSE,72,Norway,Norway
Max Delbruck,medicine,1969,for their discoveries concerning the replication mechanism and the genetic structure of viruses,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1969/delbruck-facts.html,male,FALSE,63,Germany,Germany
Alfred D. Hershey,medicine,1969,for their discoveries concerning the replication mechanism and the genetic structure of viruses,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1969/hershey-facts.html,male,FALSE,61,USA,USA
Salvador E. Luria,medicine,1969,for their discoveries concerning the replication mechanism and the genetic structure of viruses,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1969/luria-facts.html,male,FALSE,57,Italy,Italy
International Labour Organization (I.L.O.),peace,1969,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1969/labour-facts.html,org,TRUE,,,
Luis Walter Alvarez,physics,1968,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",https://www.nobelprize.org/nobel_prizes/physics/laureates/1968/alvarez-facts.html,male,FALSE,57,USA,USA
Yasunari Kawabata,literature,1968,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind",https://www.nobelprize.org/nobel_prizes/literature/laureates/1968/kawabata-facts.html,male,FALSE,69,Japan,Japan
Lars Onsager,chemistry,1968,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1968/onsager-facts.html,male,FALSE,65,Norway,Norway
Robert W. Holley,medicine,1968,for their interpretation of the genetic code and its function in protein synthesis,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1968/holley-facts.html,male,FALSE,46,USA,USA
Har Gobind Khorana,medicine,1968,for their interpretation of the genetic code and its function in protein synthesis,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1968/khorana-facts.html,male,FALSE,46,India,India
Marshall W. Nirenberg,medicine,1968,for their interpretation of the genetic code and its function in protein synthesis,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1968/nirenberg-facts.html,male,FALSE,41,USA,USA
Rene Cassin,peace,1968,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1968/cassin-facts.html,male,FALSE,81,France,France
Hans Albrecht Bethe,physics,1967,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars",https://www.nobelprize.org/nobel_prizes/physics/laureates/1967/bethe-facts.html,male,FALSE,61,Germany,France
Miguel Angel Asturias,literature,1967,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America",https://www.nobelprize.org/nobel_prizes/literature/laureates/1967/asturias-facts.html,male,FALSE,68,Guatemala,Guatemala
Ragnar Granit,medicine,1967,for their discoveries concerning the primary physiological and chemical visual processes in the eye,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1967/granit-facts.html,male,FALSE,67,Russian Empire,Finland
Haldan Keffer Hartline,medicine,1967,for their discoveries concerning the primary physiological and chemical visual processes in the eye,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1967/hartline-facts.html,male,FALSE,64,USA,USA
George Wald,medicine,1967,for their discoveries concerning the primary physiological and chemical visual processes in the eye,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1967/wald-facts.html,male,FALSE,61,USA,USA
Manfred Eigen,chemistry,1967,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1967/eigen-facts.html,male,FALSE,40,Germany,Germany
Ronald George Wreyford Norrish,chemistry,1967,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1967/norrish-facts.html,male,FALSE,70,United Kingdom,United Kingdom
George Porter,chemistry,1967,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1967/porter-facts.html,male,FALSE,47,United Kingdom,United Kingdom
Peyton Rous,medicine,1966,for his discovery of tumour-inducing virusesfor his discoveries concerning hormonal treatment of prostatic cancer,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1966/rous-facts.html,male,FALSE,87,USA,USA
Charles Brenton Huggins,medicine,1966,for his discovery of tumour-inducing virusesfor his discoveries concerning hormonal treatment of prostatic cancer,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1966/huggins-facts.html,male,FALSE,65,Canada,Canada
Robert S. Mulliken,chemistry,1966,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1966/mulliken-facts.html,male,FALSE,70,USA,USA
Shmuel Yosef Agnon,literature,1966,"for his profoundly characteristic narrative art with motifs from the life of the Jewish peoplefor her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength ",https://www.nobelprize.org/nobel_prizes/literature/laureates/1966/agnon-facts.html,male,FALSE,78,Austria-Hungary,Ukraine
Nelly Sachs,literature,1966,"for his profoundly characteristic narrative art with motifs from the life of the Jewish peoplefor her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength ",https://www.nobelprize.org/nobel_prizes/literature/laureates/1966/sachs-facts.html,female,FALSE,75,Germany,Germany
Alfred Kastler,physics,1966,for the discovery and development of optical methods for studying Hertzian resonances in atoms,https://www.nobelprize.org/nobel_prizes/physics/laureates/1966/kastler-facts.html,male,FALSE,64,Germany,France
Robert Burns Woodward,chemistry,1965,for his outstanding achievements in the art of organic synthesis,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1965/woodward-facts.html,male,FALSE,48,USA,USA
Mikhail Aleksandrovich Sholokhov,literature,1965,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people",https://www.nobelprize.org/nobel_prizes/literature/laureates/1965/sholokhov-facts.html,male,FALSE,60,Russia,Russia
Francois Jacob,medicine,1965,for their discoveries concerning genetic control of enzyme and virus synthesis,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1965/jacob-facts.html,male,FALSE,45,France,France
Andre Lwoff,medicine,1965,for their discoveries concerning genetic control of enzyme and virus synthesis,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1965/lwoff-facts.html,male,FALSE,63,France,France
Jacques Monod,medicine,1965,for their discoveries concerning genetic control of enzyme and virus synthesis,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1965/monod-facts.html,male,FALSE,55,France,France
Sin-Itiro Tomonaga,physics,1965,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",https://www.nobelprize.org/nobel_prizes/physics/laureates/1965/tomonaga-facts.html,male,FALSE,59,Japan,Japan
Julian Schwinger,physics,1965,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",https://www.nobelprize.org/nobel_prizes/physics/laureates/1965/schwinger-facts.html,male,FALSE,47,USA,USA
Richard P. Feynman,physics,1965,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",https://www.nobelprize.org/nobel_prizes/physics/laureates/1965/feynman-facts.html,male,FALSE,47,USA,USA
United Nations Children's Fund (UNICEF),peace,1965,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1965/unicef-facts.html,org,TRUE,,,
Charles Hard Townes,physics,1964,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",https://www.nobelprize.org/nobel_prizes/physics/laureates/1964/townes-facts.html,male,FALSE,49,USA,USA
Nicolay Gennadiyevich Basov,physics,1964,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",https://www.nobelprize.org/nobel_prizes/physics/laureates/1964/basov-facts.html,male,FALSE,42,USSR,Russia
Aleksandr Mikhailovich Prokhorov,physics,1964,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",https://www.nobelprize.org/nobel_prizes/physics/laureates/1964/prokhorov-facts.html,male,FALSE,48,Australia,Australia
Dorothy Crowfoot Hodgkin,chemistry,1964,for her determinations by X-ray techniques of the structures of important biochemical substances,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1964/hodgkin-facts.html,female,FALSE,54,Egypt,Egypt
Jean-Paul Sartre,literature,1964,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age",https://www.nobelprize.org/nobel_prizes/literature/laureates/1964/sartre-facts.html,male,FALSE,59,France,France
Konrad Bloch,medicine,1964,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1964/bloch-facts.html,male,FALSE,52,Germany,Poland
